fund_family,fund_name,share_class,isin,num_countries,authorized_countries_list
SICAV ODDO BHF,ODDO BHF Euro High Yield Bond,CI USD H,LU2956815430,14,"Germany, Austria, Belgium, Spain, France, Italy, Luxembourg, The Netherlands, Portugal, Singapore, Sweden, Switzerland, Finland, Norway (fund)"
SICAV ODDO BHF,ODDO BHF Convertibles Global,CI-EUR,LU1493432618,7,"Germany, Belgium, Spain, France, Italy, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Convertibles Global,CR-EUR,LU1493433004,7,"Germany, Belgium, Spain, France, Italy, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Convertibles Global,GC-EUR,LU1493433426,7,"Germany, Belgium, Spain, France, Italy, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Convertibles Global,CN-EUR,LU1752466141,7,"Germany, Belgium, Spain, France, Italy, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Algo Trend US,CN-EUR,LU1833929216,6,"Germany, Belgium, Spain, France, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Algo Trend US,CI-EUR,LU1833929307,6,"Germany, Belgium, Spain, France, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Algo Trend US,CR-EUR,LU1833929729,6,"Germany, Belgium, Spain, France, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Algo Trend US,CIw-EUR,LU1833929992,6,"Germany, Belgium, Spain, France, Luxembourg, Switzerland"
SICAV ODDO BHF,ODDO BHF Credit Opportunities,CR-EUR,LU1752460292,12,"Germany, Austria, Belgium, Spain, France, Italy, Luxembourg, The Netherlands, Portugal, Sweden, Switzerland, Finland"
